,cellid,pop,kon_nonDE_evf1,kon_nonDE_evf2,kon_nonDE_evf3,kon_nonDE_evf4,kon_nonDE_evf5,kon_nonDE_evf6,kon_nonDE_evf7,kon_nonDE_evf8,kon_nonDE_evf9,kon_nonDE_evf10,kon_nonDE_evf11,kon_nonDE_evf12,kon_nonDE_evf13,kon_nonDE_evf14,kon_nonDE_evf15,kon_nonDE_evf16,kon_nonDE_evf17,kon_nonDE_evf18,kon_nonDE_evf19,kon_nonDE_evf20,koff_nonDE_evf1,koff_nonDE_evf2,koff_nonDE_evf3,koff_nonDE_evf4,koff_nonDE_evf5,koff_nonDE_evf6,koff_nonDE_evf7,koff_nonDE_evf8,koff_nonDE_evf9,koff_nonDE_evf10,koff_nonDE_evf11,koff_nonDE_evf12,koff_nonDE_evf13,koff_nonDE_evf14,koff_nonDE_evf15,koff_nonDE_evf16,koff_nonDE_evf17,koff_nonDE_evf18,koff_nonDE_evf19,koff_nonDE_evf20,s_nonDE_evf1,s_nonDE_evf2,s_nonDE_evf3,s_nonDE_evf4,s_nonDE_evf5,s_nonDE_evf6,s_nonDE_evf7,s_nonDE_evf8,s_nonDE_evf9,s_nonDE_evf10,s_nonDE_evf11,s_nonDE_evf12,s_nonDE_evf13,s_nonDE_evf14,s_nonDE_evf15,s_DE_evf16,s_DE_evf17,s_DE_evf18,s_DE_evf19,s_DE_evf20
526,cell_526,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
527,cell_527,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
528,cell_528,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
529,cell_529,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
530,cell_530,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
531,cell_531,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
532,cell_532,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
533,cell_533,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
534,cell_534,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
535,cell_535,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
536,cell_536,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
537,cell_537,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
538,cell_538,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
539,cell_539,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
540,cell_540,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
541,cell_541,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
542,cell_542,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
543,cell_543,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
544,cell_544,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
545,cell_545,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
546,cell_546,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
547,cell_547,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
548,cell_548,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
549,cell_549,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
550,cell_550,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
551,cell_551,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
552,cell_552,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
553,cell_553,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
554,cell_554,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
555,cell_555,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
556,cell_556,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
557,cell_557,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
558,cell_558,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
559,cell_559,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
560,cell_560,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
561,cell_561,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
562,cell_562,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
563,cell_563,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
564,cell_564,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
565,cell_565,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
566,cell_566,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
567,cell_567,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
568,cell_568,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
569,cell_569,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
570,cell_570,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
571,cell_571,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
572,cell_572,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
573,cell_573,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
574,cell_574,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
575,cell_575,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
576,cell_576,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
577,cell_577,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
578,cell_578,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
579,cell_579,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
580,cell_580,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
581,cell_581,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
582,cell_582,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
583,cell_583,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
584,cell_584,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
585,cell_585,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
586,cell_586,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
587,cell_587,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
588,cell_588,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
589,cell_589,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
590,cell_590,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
591,cell_591,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
592,cell_592,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
593,cell_593,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
594,cell_594,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
595,cell_595,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
596,cell_596,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
597,cell_597,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
598,cell_598,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
599,cell_599,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
600,cell_600,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115867228195116,1.66985545969731,0.340741223825609,2.0199590778053,0.344998231488951
601,cell_601,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.905910052491759,-0.0272514571839955,0.847806345995321,-0.869087522583407,1.09702262491904
602,cell_602,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.905910052491759,-0.0272514571839955,0.847806345995321,-0.869087522583407,1.09702262491904
603,cell_603,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.905910052491759,-0.0272514571839955,0.847806345995321,-0.869087522583407,1.09702262491904
604,cell_604,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.905910052491759,-0.0272514571839955,0.847806345995321,-0.869087522583407,1.09702262491904
605,cell_605,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.905910052491759,-0.0272514571839955,0.847806345995321,-0.869087522583407,1.09702262491904
606,cell_606,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.905910052491759,-0.0272514571839955,0.847806345995321,-0.869087522583407,1.09702262491904
607,cell_607,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.905910052491759,-0.0272514571839955,0.847806345995321,-0.869087522583407,1.09702262491904
608,cell_608,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.905910052491759,-0.0272514571839955,0.847806345995321,-0.869087522583407,1.09702262491904
